sadness,anxiety,anger,joy,calm,entry_index
0.0005778229,0.00034712246,0.002923347,0.003681169,0.00082238246,47
0.004642844,0.0021208627,0.03396201,0.0020364579,0.005493819,48
0.0013132476,0.0005439701,0.027854608,0.00039305398,0.00039979638,49
0.001861539,0.0042644665,0.013934275,0.0014081576,0.0009397371,50
0.016233016,0.0031023794,0.015486264,0.0056223213,0.028009636,51
0.0010955592,0.0016113594,0.0075863637,0.3052194,0.027883869,52
0.006708773,0.0012456304,0.012993895,0.0004789724,0.0012490602,53
0.0012614429,0.0011149658,0.0063608214,0.00214193,0.0008378433,54
0.0007891408,0.0008373372,0.004138947,0.0016402769,0.00028677887,55
0.00622568,0.0030518265,0.019217618,0.22931111,0.044927765,56
0.0019088788,0.0007380293,0.024235051,0.0044817487,0.0007219521,57
0.0024384721,0.0017233132,0.005165602,0.003202531,0.0004922016,58
0.00032416522,0.0002165416,0.004922421,0.0011093935,0.0007322804,59
0.00072021154,0.0006965797,0.003011118,0.006149106,0.0016886323,60
0.001571702,0.0004961794,0.0047395756,0.005229382,0.0034218924,61
0.0020712176,0.002994164,0.014731548,0.007648323,0.0022686666,62
0.0012628388,0.0008907038,0.016149325,0.13868164,0.019037586,63
0.0015938566,0.00060544943,0.01939588,0.005432743,0.0056309244,64
0.008584519,0.0014408458,0.010096528,0.002207234,0.003962991,65
0.002155336,0.0016719687,0.0625572,0.0027528726,0.0011630175,66
0.0011977651,0.0012168299,0.0034031915,0.011293728,0.0014621217,67
0.00051345344,0.00021373617,0.0024797898,0.0020593887,0.0017485822,68
0.0009665381,0.002252848,0.0034455513,0.019374212,0.0014576355,69
0.0010571871,0.0012459353,0.004242502,0.15626897,0.015050502,70
0.0012141084,0.0013143749,0.0039536073,0.20053856,0.020150779,71
0.0007994383,0.001314851,0.0049723773,0.05294444,0.007440892,72
0.00079765834,0.00043713383,0.005694745,0.044490267,0.013295314,73
0.0028511123,0.0022878,0.004434536,0.0061244266,0.0026233292,74
0.0009576302,0.00069270004,0.0058649248,0.0037686168,0.00084195845,75
0.00047945505,0.0003800788,0.012011318,0.0005158193,0.000272321,76
0.00079149357,0.00063317316,0.007292118,0.003080751,0.0013425159,77
0.00096755807,0.0014452739,0.012525946,0.00098391,0.00052525004,78
0.0024474047,0.002794689,0.010092841,0.0033859857,0.0014588104,79
0.002438282,0.0013704305,0.004428685,0.0013596122,0.0006723387,80
0.001171608,0.0009773136,0.02027512,0.0010618509,0.00070367294,81
0.0006787538,0.00045507407,0.021095134,0.002058535,0.0009748246,82
0.0011234927,0.00048716625,0.06654433,0.00057301146,0.0010632713,83
0.0017087879,0.00051310944,0.0049227085,0.0021294476,0.0011310106,84
0.0007821483,0.00078005414,0.008133889,0.0034994343,0.0009241381,85
0.11904943,0.009428869,0.018611757,0.0016121633,0.0018357168,86
0.017342687,0.0020144074,0.03914068,0.0004967187,0.0013056614,87
0.0005361759,0.0004436083,0.005352903,0.0011845499,0.0006478933,88
0.0045376173,0.0016090828,0.020594358,0.0067561166,0.0011261812,89
0.0013549533,0.00094625016,0.0034121708,0.0047849603,0.003962317,90
0.0015524081,0.0020377238,0.010771685,0.006225407,0.0026686531,91
0.0016230681,0.003293482,0.005798991,0.084569134,0.0143749565,92
0.00069454033,0.00053779676,0.006486931,0.0024779171,0.0004838707,93
0.017820029,0.001353909,0.009261923,0.0037091337,0.003086436,94
0.00094375043,0.0019203549,0.0018230593,0.019153964,0.0024921352,95
0.0022175277,0.004913198,0.011605428,0.0028648702,0.0017330693,96
0.0007078838,0.0004576717,0.0052262633,0.002304772,0.0021552478,97
0.0005532416,0.00072320394,0.0037247543,0.013215361,0.0019505575,98
0.0053021563,0.0025982615,0.009302262,0.0013914101,0.0014816744,99
0.009643729,0.0005435183,0.005332965,0.00095652486,0.0033928824,100
0.000653163,0.00073750824,0.0046828557,0.003260596,0.00047138977,101
0.0012362965,0.0013682896,0.0017652081,0.01894452,0.008019073,102
0.0013506529,0.00080980523,0.005875306,0.002155191,0.005313982,103
0.0013202913,0.0018805044,0.0064517683,0.0023445385,0.0023066655,104
0.00031844346,0.00039631894,0.0056887525,0.0013174713,0.0005000236,105
0.0012956646,0.0010117746,0.015883181,0.00055915106,0.0003813097,106
0.00038941376,0.00034674932,0.0058608754,0.0016627286,0.0005746851,107
0.0019234149,0.0012691759,0.005498125,0.0033016074,0.0012015931,108
0.00053872704,0.00034235118,0.009928105,0.0017313438,0.00091190316,109
0.001009713,0.0041092564,0.0037331302,0.0032610735,0.00073421316,110
0.00092697516,0.0009912418,0.0048999144,0.006815728,0.0006301504,111
0.00096269173,0.0007394223,0.014471722,0.00088737335,0.00043124307,112
0.0013143636,0.0022245687,0.007482839,0.0021585976,0.0033504902,113
0.0010137685,0.0004749939,0.01040368,0.0009807793,0.0003317214,114
0.00080968754,0.0011160254,0.0038747396,0.005486062,0.00059820164,115
0.018830463,0.019778283,0.0059157773,0.008727685,0.0076830434,116
0.0051214937,0.002433292,0.010700506,0.0008168367,0.0014040619,117
0.000712069,0.00083110906,0.010216322,0.0017340342,0.00089638535,118
0.00077073666,0.0006368365,0.0062669674,0.0012661086,0.0003041864,119
0.0013946191,0.00095166743,0.011611845,0.0007725099,0.0004909566,120
0.23138894,0.0046450887,0.02328156,0.0016104587,0.002003691,121
0.09880599,0.0059995255,0.011254888,0.00089067454,0.0022967153,122
0.054610766,0.0047531677,0.045693934,0.0023604545,0.005468458,123
0.001781825,0.00084195985,0.045075286,0.0013748792,0.0024454973,124
0.0013227942,0.0006662457,0.006916512,0.0015410364,0.00041264782,125
0.00058315595,0.00059161393,0.0059703593,0.001216513,0.00044850455,126
0.0015976656,0.0009062742,0.023689592,0.0006473388,0.00052661507,127
0.0015188433,0.0015372162,0.005499956,0.0046789916,0.0049999994,128
0.0007533739,0.0012477313,0.022511994,0.0010856024,0.0013346093,129
0.00091692,0.001021951,0.0034024264,0.008508321,0.0012743233,130
0.009728255,0.0036946733,0.004535945,0.093319334,0.015851207,131
0.0012244578,0.0015217632,0.0075002685,0.02639905,0.011313135,132
0.0013027218,0.0010813507,0.0043694302,0.011272616,0.0028921487,133
0.0010867002,0.0012468233,0.0020610304,0.0068838997,0.0022124588,134
0.024316123,0.0026112464,0.026370743,0.00057526067,0.0011219687,135
0.0011536716,0.0014391651,0.005172546,0.001833899,0.0004618169,136
0.0009727841,0.00058724737,0.023513595,0.0005788743,0.0003294773,137
0.00037528967,0.000295983,0.007949496,0.0007306002,0.0004333662,138
0.009304448,0.0020033834,0.007229956,0.0010603569,0.006234585,139
0.0009582222,0.0005825387,0.0077925427,0.0011897635,0.0008914456,140
0.0011956261,0.0007642107,0.0067613986,0.0010749574,0.0003077915,141
0.0004989495,0.0007918206,0.0044036787,0.0075866915,0.0007305437,142
0.0006013132,0.00035273237,0.004547261,0.0007373123,0.0003120212,143
0.0010301773,0.0011398941,0.0081794355,0.0030678376,0.0005071222,144
0.0005389051,0.0005255116,0.0032258322,0.0028858024,0.0005871388,145
0.0006722955,0.00050046627,0.011790107,0.0009164933,0.0005936663,146
0.0018678209,0.001362585,0.009742339,0.0009058134,0.0006288026,147
0.007416371,0.0040025166,0.013933033,0.0035821367,0.007149447,148
0.0047723893,0.002809016,0.005090485,0.0027292296,0.0014880154,149
0.0018262771,0.012210192,0.005450727,0.009261317,0.0010944522,150
0.0012341536,0.001810435,0.029647196,0.0016454959,0.00085214514,151
0.00085921586,0.0011920601,0.0035433976,0.0062663774,0.0010043819,152
0.0011762488,0.0009870077,0.0056375675,0.0017373832,0.0002845337,153
0.012636993,0.0026790048,0.017245637,0.025678305,0.02724461,154
0.0016845738,0.0018977385,0.014738377,0.0016831146,0.00094795,155
0.0013558988,0.0016628327,0.0058251405,0.00055383105,0.0019878007,156
0.0019553208,0.003184617,0.0039391825,0.03361953,0.004878787,157
0.0038849288,0.0023352504,0.0068375003,0.000981347,0.00083503255,158
0.000661668,0.0007604982,0.004649101,0.0017715793,0.0011921921,159
0.016889745,0.005803294,0.023775754,0.010182124,0.015306965,160
0.024220766,0.01935487,0.01567777,0.21523166,0.0773802,161
0.061391715,0.049488544,0.010643156,0.0032753544,0.0030681314,162
0.00095941836,0.0010107337,0.0059976624,0.0014279911,0.00045172728,163
0.00049280026,0.00053227565,0.006454246,0.0026430022,0.0005077675,164
0.0005204877,0.0006147835,0.0042470885,0.0016013072,0.00037333462,165
0.00091920065,0.00094434584,0.0037795182,0.0062231924,0.0007604166,166
0.00049723295,0.00055907137,0.0043373727,0.0062540467,0.0015782214,167
0.006069623,0.001183995,0.014320253,0.0030346496,0.009911101,168
0.0015693323,0.0023244293,0.0043521067,0.0101485755,0.0022376454,169
0.0020932641,0.0018420126,0.004613891,0.0017840343,0.0017175423,170
0.00062084367,0.00066503155,0.011297759,0.0009505411,0.0006031647,171
0.00033720018,0.0003602857,0.0042074313,0.0022987896,0.0010307673,172
0.00046970038,0.0004507073,0.008006449,0.0011953565,0.00049988966,173
0.0015685603,0.0020612264,0.003462459,0.0030572338,0.0008540591,174
0.012519895,0.010497996,0.009098234,0.0129205985,0.010463422,175
0.0010480857,0.0011884605,0.0034353852,0.0023191618,0.0021233824,176
0.00060771196,0.00087626546,0.0026084662,0.041061755,0.003199468,177
0.0017742725,0.0017124937,0.02024156,0.0015284866,0.0008029367,178
0.001239798,0.0012126144,0.0029979455,0.003650044,0.0015350642,179
0.00055199035,0.0006627084,0.0044878167,0.002071243,0.0007489995,180
0.0020490896,0.0026447386,0.0066984803,0.0013430334,0.00032502812,181
0.032151148,0.008747396,0.006457811,0.0013285181,0.00077898597,182
0.0008027883,0.00052487035,0.0052870074,0.0031608683,0.002388193,183
0.00044198855,0.0004757286,0.003771145,0.0009994257,0.00059799413,184
0.0005576605,0.0010596302,0.0041698124,0.0046451977,0.0014956717,185
0.0008120628,0.0011913932,0.002088986,0.0054864427,0.0013634599,186
0.0012216392,0.001153396,0.0077874246,0.00087756716,0.0004843435,187
0.0010360016,0.0019314876,0.009805371,0.0015086841,0.0015883665,188
0.0013571233,0.0007619033,0.010952944,0.0006238291,0.00030295292,189
0.0013794403,0.0010996172,0.004049897,0.007962635,0.0016902456,190
0.0006457041,0.00040228572,0.0055799894,0.0031506796,0.0007921748,191
0.00070028857,0.00054480095,0.0032708594,0.0011866146,0.0014318553,192
0.0022675544,0.0024398835,0.037724275,0.0009085388,0.001943384,193
0.0002754315,0.00023447894,0.0037537802,0.0026672063,0.0013973315,194
0.0028799647,0.0015471729,0.010949613,0.23957273,0.057207566,195
0.0016444529,0.0008187974,0.06941877,0.00074112776,0.00040277213,196
0.00046952575,0.00048693537,0.0037768083,0.0043553845,0.00078574684,197
0.0035007405,0.0036071392,0.012601539,0.00069696386,0.0012022932,198
0.002023289,0.0011180763,0.0038587565,0.0077266386,0.013265041,199
0.0007945871,0.0005185185,0.0030101545,0.0047003413,0.0016161099,200
0.0009056997,0.00066778885,0.004458061,0.0016053466,0.003934652,201
0.0005145223,0.0004800408,0.004497077,0.00081373734,0.0010136502,202
0.006161002,0.0016483492,0.08427793,0.004367129,0.0023427857,203
0.03655372,0.0048368126,0.03000663,0.0020943861,0.0045503518,204
0.021292077,0.003220951,0.03529553,0.0014170437,0.003352314,205
0.00049346307,0.00059302995,0.0129006,0.00074163696,0.00026714944,206
0.0012910573,0.0009148832,0.0028178697,0.15096806,0.010200987,207
0.0007191831,0.0008088184,0.0034517164,0.026098466,0.0066955932,208
0.0006445032,0.00064883137,0.0038718854,0.002746724,0.00085711223,209
0.0008587903,0.0010590649,0.0038759415,0.005490866,0.0012719381,210
0.010212418,0.008067325,0.012386583,0.26798397,0.05189871,211
0.0008754754,0.00091413845,0.003880272,0.03062204,0.002256854,212
0.0039737592,0.0033913273,0.04789854,0.0010955317,0.0030762968,213
0.0007965323,0.0008791415,0.005698652,0.0013749448,0.000551885,214
0.00042449424,0.00039556596,0.002937579,0.0021286542,0.0007626114,215
0.0011255835,0.0012013677,0.013245788,0.00079964206,0.00066908455,216
0.0018888834,0.0020684758,0.003944392,0.014899356,0.010582345,217
0.06443961,0.0071107238,0.013352359,0.0057318006,0.004416292,218
0.002270869,0.002722431,0.006894799,0.0031110004,0.0012023271,219
0.0029810169,0.006007542,0.0057630944,0.0018778959,0.0033047395,220
0.00084071024,0.0021824609,0.0026317863,0.04914724,0.002959198,221
0.0007473817,0.0006163132,0.0051978286,0.00072962523,0.0004109984,222
0.00067168596,0.0008102916,0.0059570023,0.0008381483,0.00027590158,223
0.0010607241,0.0008891971,0.011943392,0.0020712845,0.0041051893,224
0.00076973485,0.00059364835,0.0034075698,0.0039572725,0.0053002783,225
0.0011684544,0.0017616737,0.0053877686,0.0015365077,0.00081420486,226
0.00068012415,0.00039593366,0.010668332,0.0009920544,0.00097466214,227
0.001034139,0.0011735075,0.0050094347,0.0012634632,0.000714205,228
0.0010625493,0.0020645382,0.003685805,0.009538171,0.0007967372,229
0.00050544366,0.00063587923,0.0029857696,0.00568078,0.0007126232,230
0.00065535435,0.00067721435,0.0046299193,0.0021045466,0.0005111665,231
0.00054318685,0.00059254613,0.00327026,0.0022858002,0.0008011818,232
0.0021577724,0.001402884,0.015930437,0.0013777688,0.0011789859,233
0.0005285778,0.00061150565,0.0055604205,0.0013601193,0.00086774037,234
0.0020694574,0.0019705724,0.014040922,0.0009863485,0.00083435216,235
0.0007117471,0.0005351863,0.0073045148,0.0016462723,0.0029805908,236
0.0009350691,0.0013731545,0.005666887,0.0029353858,0.0019503634,237
0.0019733568,0.0025410396,0.007760345,0.0036687192,0.0009672306,238
0.00087329827,0.0012616108,0.0023197606,0.014213312,0.0011083246,239
0.0007578992,0.0009213886,0.0044000056,0.0023122272,0.0015688885,240
0.0006790273,0.0005437354,0.0042046704,0.010602126,0.010406723,241
0.0008295245,0.0006369787,0.004301407,0.0012018252,0.0020972856,242
0.0048599816,0.0036395858,0.33724266,0.0015951224,0.0021948884,243
0.0004548458,0.0003560566,0.0054178876,0.0013019005,0.00030906472,244
0.0036213303,0.0016665444,0.017593166,0.00075351587,0.0011499072,245
0.02701176,0.014244107,0.019487236,0.036378447,0.020408517,246
0.004214708,0.002177441,0.023962654,0.0007497099,0.00086227496,247
0.03343542,0.0025757968,0.013593304,0.0036762916,0.015109057,248
0.006016095,0.0012969186,0.013695423,0.018575994,0.036367096,249
0.00055824907,0.0006646667,0.003247893,0.004010361,0.0015652603,250
0.04619927,0.0035212077,0.02664781,0.00060118875,0.0033119738,251
0.002030224,0.00075212005,0.0064040427,0.00065826706,0.0007195014,252
0.00060997007,0.0005861192,0.002663957,0.0018728059,0.00073396123,253
0.00860334,0.0053456584,0.007148911,0.004570553,0.0040788236,254
0.0009996574,0.001415351,0.008978362,0.0026080864,0.0021232977,255
0.0011920945,0.0005107808,0.014841401,0.0012524279,0.0021739905,256
0.004019002,0.0038227648,0.027132558,0.0014508213,0.0010615825,257
0.00037410267,0.00037358352,0.0022798611,0.014928249,0.00775433,258
0.00057557196,0.0008370323,0.0041896496,0.0018598756,0.0005493213,259
0.0008762848,0.000812662,0.004632678,0.0024782575,0.00035310333,260
0.01988789,0.0021592367,0.006894958,0.0023757485,0.0015551805,261
0.00049253064,0.00072897074,0.0039235638,0.003899181,0.00053319684,262
0.0011272419,0.00046725955,0.0043480294,0.0051257582,0.008328529,263
0.0018129394,0.0016280236,0.0044102077,0.0029368703,0.0013377145,264
0.0008144432,0.0021402948,0.00414943,0.013714532,0.0010942509,265
0.00054739794,0.0010437763,0.004457478,0.0038688919,0.0013018567,266
0.0009850643,0.0007137187,0.0073005757,0.0020170556,0.00053108425,267
0.000672882,0.0008105547,0.014719825,0.015962606,0.001362897,268
0.0014165638,0.0012847144,0.0024682218,0.40166703,0.02311332,269
0.0019628196,0.0024522068,0.004191943,0.31992608,0.08029225,270
0.0007400454,0.0006365452,0.011319166,0.0007249013,0.00034509704,271
0.0009797501,0.00048738584,0.0052800323,0.0018730653,0.0028254567,272
0.0013321072,0.0025747118,0.0055478704,0.0058425004,0.002679766,273
0.011348962,0.0026750397,0.0035708228,0.0051286444,0.0026436436,274
0.001106802,0.0008162104,0.0031754947,0.023489857,0.0027937242,275
0.00064001745,0.0009444289,0.005890162,0.0020354064,0.0007336546,276
0.003500377,0.0050634835,0.011514677,0.001010087,0.0007088204,277
0.009819488,0.0015737443,0.05559043,0.0016511444,0.0029032377,278
0.002444032,0.011731295,0.0029794152,0.2910049,0.017918704,279
0.00048294466,0.00060791156,0.0025573894,0.007845642,0.0013796036,280
0.0072351615,0.005320158,0.0036264304,0.011572244,0.0045961887,281
0.0017285559,0.002481895,0.008003069,0.045086823,0.0054555554,282
0.00044845103,0.00062094314,0.0026453338,0.0070078657,0.0012942652,283
0.0006375883,0.0005366552,0.003437002,0.016663022,0.0072468766,284
0.0012781841,0.00050598616,0.007313192,0.0031857628,0.0061131353,285
0.0034543644,0.0025364622,0.00598967,0.0043304097,0.00370483,286
0.0011820436,0.0025787437,0.0040821037,0.014111308,0.004109865,287
0.0009584613,0.002156812,0.0030867432,0.006159211,0.0014214754,288
0.00092713226,0.00228033,0.007792372,0.042022597,0.0142707545,289
0.0025898363,0.0141754765,0.013169495,0.002704849,0.0033838763,290
0.0029037497,0.0013603014,0.0032720715,0.008671852,0.017513987,291
0.0074858405,0.005384768,0.007650709,0.0023973982,0.00606571,292
0.047019023,0.006836205,0.006250971,0.0019739098,0.003150066,293
0.015507198,0.0032605354,0.017227873,0.00097276026,0.0018366177,294
0.005278035,0.008174461,0.012979198,0.0018135747,0.0012306109,295
0.0015919874,0.0030174071,0.004641373,0.2557588,0.04325783,296
0.012457862,0.0075127976,0.02748779,0.0198495,0.030795662,297
0.0010658379,0.0024417648,0.002737407,0.061506055,0.01982841,298
0.0011300815,0.0019760225,0.003931582,0.047018517,0.017317954,299
0.020121327,0.005266421,0.008487405,0.008638676,0.018676164,300
0.017965972,0.017621467,0.016314179,0.08074517,0.06465379,301
0.0016914558,0.0013240064,0.00400058,0.0021187405,0.005657778,302
0.0044719055,0.008719039,0.006598387,0.36617184,0.052120157,303
0.00066121866,0.0008344274,0.010597024,0.006833571,0.00150775,304
0.0013759922,0.0011323828,0.015007578,0.002289333,0.00079160166,305
0.0014080885,0.0031629824,0.0043121157,0.0027014806,0.0011610825,306
0.0018479084,0.001182498,0.01802634,0.00095360377,0.0021246963,307
0.0018256614,0.0010205847,0.008948218,0.0017115232,0.0046370965,308
0.0024770559,0.0013420074,0.008740737,0.010977982,0.011008015,309
0.0006175346,0.0005628754,0.005493615,0.0018015277,0.0015746707,310
0.0005156818,0.0010008196,0.004164868,0.0061532813,0.00084751117,311
0.00056900765,0.0009191169,0.0035443618,0.004524829,0.0017005507,312
0.0004973803,0.00039552833,0.0039785947,0.001472224,0.0010813279,313
0.00042563397,0.0003246714,0.007157084,0.0059119156,0.00465677,314
0.0006679128,0.0008698844,0.019058403,0.00081382017,0.001505299,315
0.0033755156,0.0025407332,0.0106842145,0.014627357,0.0045885094,316
0.011161759,0.008596778,0.017486582,0.12208822,0.12862416,317
0.1458735,0.0095316805,0.0039415127,0.0021648128,0.00337069,318
0.0014367846,0.0026298969,0.0020110745,0.040917385,0.0025490993,319
0.002014994,0.0006576369,0.008026786,0.035781126,0.009170138,320
0.0010001258,0.0011134716,0.0044039353,0.0014043797,0.0018874758,321
0.005707946,0.0052635204,0.010499176,0.07624748,0.011402487,322
0.0008570906,0.00032901554,0.019207401,0.0055986326,0.0009750787,323
0.0012788009,0.001809921,0.0026927232,0.002459956,0.002276922,324
0.011565978,0.0008380014,0.011471836,0.0026044752,0.0072853453,325
0.004345173,0.0016349151,0.009569494,0.0015834295,0.00045011603,326
0.0018275413,0.0004694797,0.012126745,0.001676221,0.0018064308,327
0.086398825,0.004536132,0.0023216093,0.004269368,0.012390399,328
0.22844799,0.00849352,0.009236675,0.0021676826,0.0020729594,329
0.0025555796,0.0038938299,0.041459076,0.004021196,0.00071458454,330
0.001342892,0.003648504,0.003231854,0.025378354,0.007049061,331
0.0004380825,0.0005762113,0.002963571,0.0029421241,0.00046577217,332
0.0076246033,0.001608289,0.011856973,0.00059501943,0.0014172285,333
0.002030225,0.0006325585,0.14649656,0.0020416677,0.0043209484,334
0.00042097096,0.0003018903,0.0064099263,0.0040847724,0.0017506542,335
0.0006764872,0.00051638915,0.0043616407,0.0017562744,0.0014922125,336
0.0010860555,0.001193777,0.0070563555,0.0016139708,0.0004267701,337
0.00093429786,0.0011809411,0.0048190947,0.0022222984,0.0006834027,338
0.000790032,0.00093773525,0.0036363986,0.0009402459,0.001238805,339
0.0009879785,0.0005602266,0.018257879,0.019804208,0.0032519922,340
0.0010998228,0.0026088064,0.005098155,0.22366692,0.013384692,341
0.0009878068,0.0012467444,0.004021538,0.09453603,0.022852633,342
0.0012704901,0.0029712766,0.028594922,0.0057195406,0.0020129585,343
0.0035949266,0.0027025128,0.0058224616,0.0032598246,0.0147335,344
0.00096792326,0.00048276753,0.0022451894,0.017739927,0.0028745802,345
0.00082519115,0.0018072274,0.0047872677,0.2629243,0.011488297,346
0.001796552,0.0016765383,0.007877336,0.08358087,0.030797744,347
0.0027746703,0.0004675466,0.014398893,0.0010528432,0.0030499352,348
0.00048860826,0.0004999272,0.004112913,0.002391758,0.00046393368,349
0.000919944,0.000302765,0.0105098905,0.001817097,0.00211181,350
0.001329845,0.0011965218,0.002219184,0.002723285,0.0041696406,351
0.0011994693,0.00066646916,0.002980086,0.0022250367,0.000985602,352
0.00038507982,0.00030134898,0.0043244893,0.0014319522,0.0011371549,353
0.0010303135,0.00033586528,0.028168207,0.0012113113,0.0009086018,354
0.00078732305,0.0011277474,0.003818319,0.0022941919,0.00097345794,355
0.0010475167,0.001079554,0.010463536,0.00061370153,0.00037716643,356
0.0002864244,0.00047218995,0.002696047,0.007315124,0.0005453232,357
0.0011812464,0.00075049605,0.019108454,0.0008071434,0.00063375116,358
0.0013222366,0.00091891753,0.0068383412,0.0010601857,0.0006162857,359
0.0005269405,0.00033720332,0.0046741986,0.0009292348,0.0006283452,360
0.0008767968,0.0016253938,0.0055098822,0.0022106457,0.0006912723,361
0.010914748,0.00418554,0.013196297,0.0008848556,0.00054536475,362
0.083071515,0.011496032,0.031561032,0.0038693114,0.0041089538,363
0.000925347,0.0016408835,0.0021631955,0.18421747,0.0015680142,364
0.004903308,0.0013969672,0.0064044483,0.00097999,0.00085135625,365
0.003424852,0.0014150855,0.00624259,0.34612513,0.044987407,366
0.027528541,0.003932815,0.02019187,0.0025674833,0.0041961186,367
0.0004611928,0.000279964,0.004402505,0.0009025937,0.00083241804,368
0.0017316032,0.0036395183,0.0043037226,0.011090508,0.0062128343,369
0.0008767515,0.0009986036,0.006010534,0.0010125239,0.00040958152,370
0.0027919193,0.003270626,0.0027535271,0.014015032,0.0022036636,371
0.00039283978,0.0004069199,0.0032301038,0.0006629928,0.00041803785,372
0.00082025176,0.0010874532,0.0048478157,0.001596991,0.00086028443,373
0.0008654972,0.00036946114,0.014541609,0.0004558539,0.000418943,374
0.0006627553,0.000626513,0.010240922,0.00071790675,0.00033063814,375
0.00066339894,0.00079998083,0.0056754826,0.0012343748,0.00022124482,376
0.0033726518,0.0012513411,0.0124709,0.00059194874,0.0016293213,377
0.0007812527,0.00060400367,0.0047981953,0.0013167814,0.00061209267,378
0.0009655359,0.0012062888,0.0040143835,0.005439777,0.0013056956,379
0.0003759065,0.00056590233,0.010417214,0.00071139203,0.00044569655,380
0.00043832557,0.00049083406,0.0066844127,0.0007603122,0.00020158572,381
0.0020554443,0.0014242684,0.0066857277,0.0012968424,0.0011032704,382
0.001317192,0.0011606835,0.001991067,0.26886892,0.019412948,383
0.028869823,0.004010229,0.0060213264,0.0015528,0.005061768,384
0.0020274834,0.0012790145,0.008692158,0.0047583086,0.009582293,385
0.00072486664,0.0008426163,0.0034793233,0.0044904132,0.0006323414,386
0.00046903203,0.0003574165,0.009007914,0.0006187339,0.0006329194,387
0.0005749116,0.0006422326,0.005464522,0.0013474491,0.00039434683,388
0.00062311,0.0008379058,0.0026350264,0.0037246225,0.00056400796,389
0.001787286,0.0014351766,0.010406688,0.0005957164,0.0004240593,390
0.0006034303,0.00074129924,0.0029185629,0.004254686,0.0015986833,391
0.00048671293,0.00060983916,0.003066779,0.0018016782,0.00033389128,392
0.00049704243,0.00037666876,0.0030151573,0.0018284637,0.001326911,393
0.00063723285,0.00083472737,0.0025529414,0.006971872,0.0012441783,394
